title,artist,genre,year,salesPoint,category,country,currency,previewUrl,artworkUrl,trackViewUrl
잠수이별,우원재 & 미노이,힙합,2022,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/cf/c1/fc/cfc1fc38-addc-b95b-072a-77e11d467135/mzaf_14707910915295966365.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music122/v4/c2/1c/ea/c21ceaac-976d-4676-b065-684148f7ab7e/888272104479_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%9E%A0%EC%88%98%EC%9D%B4%EB%B3%84/1640178431?i=1640178619&uo=4
긴 꿈,새소년,록,2017,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/13/9a/f2/139af251-91f5-b4b5-b8ac-7ea4141f6e46/mzaf_9072693458988472151.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/f1/a9/41/f1a941bb-130d-9f75-be43-5f73389feb6a/8809380636494.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EA%B8%B4-%EA%BF%88/1450484183?i=1450484432&uo=4
TOMBOY,혁오,록,2017,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ad/29/37/ad29372c-c958-aa39-6880-e0a6a0ef6fe8/mzaf_13418271251705317271.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/20/de/43/20de43fe-733e-3734-cab9-7bd787411260/Cover_HYUKOH_23.jpg/100x100bb.jpg,https://music.apple.com/kr/album/tomboy/1450778313?i=1450778317&uo=4
Ohio,혁오,록,2014,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/50/79/2d/50792da3-0877-24a9-8529-0bd3ee9b4e3e/mzaf_18392784247449327509.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/21/d2/d3/21d2d3e3-ea98-140a-ef2d-33beeb06889f/dj.hbgytaml.png/100x100bb.jpg,https://music.apple.com/kr/album/ohio/1450779334?i=1450779337&uo=4
Love Is All,검정치마,록,2017,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview124/v4/6a/0c/5a/6a0c5ae5-61b1-3fd3-009e-a1b6e3670802/mzaf_4813443556901783498.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/be/ce/5c/bece5cff-2caf-6d8a-9c21-3035537d2a4d/Album_cover_1400X1400.jpg/100x100bb.jpg,https://music.apple.com/kr/album/love-is-all/1242154383?i=1242155570&uo=4
Home Sweet Home,카더가든,록,2017,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/98/3d/82/983d8215-5bc1-2985-4365-cb841ba5c324/mzaf_14321210734419357714.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/f2/9c/b0/f29cb0b6-ba14-6a2a-4988-c16ea735ff07/8809534468704.jpg/100x100bb.jpg,https://music.apple.com/kr/album/home-sweet-home/1546059203?i=1546059209&uo=4
꿈과 책과 힘과 벽,잔나비,록,2019,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/d7/6f/bb/d76fbb4b-2461-a9c9-1bd4-e7da4c5958f7/mzaf_516901413690275414.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/fc/a9/b2/fca9b2d4-b1ed-92e8-2e5f-1838d77cbce7/cover-_NEW.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EA%BF%88%EA%B3%BC-%EC%B1%85%EA%B3%BC-%ED%9E%98%EA%B3%BC-%EB%B2%BD/1456102975?i=1456103137&uo=4
Lonely Night,부활,록,2011,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/1f/64/7d/1f647d70-2e5b-7edc-07f5-7db97a5bb963/mzaf_18321626115112476199.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music5/v4/e6/83/d2/e683d243-8159-c31e-f17c-2e5dd14732f9/boo.jpg/100x100bb.jpg,https://music.apple.com/kr/album/lonely-night/942369253?i=942369256&uo=4
뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,록,2016,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c3/43/de/c343def8-e0d9-a2db-2bea-7b466de9a89f/mzaf_17903610261490262800.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/30/d9/0b/30d90b00-84b7-4e9b-1452-823049e36d09/COVER-_JANNABI.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%9C%A8%EA%B1%B0%EC%9A%B4-%EC%97%AC%EB%A6%84%EB%B0%A4%EC%9D%80-%EA%B0%80%EA%B3%A0-%EB%82%A8%EC%9D%80-%EA%B1%B4-%EB%B3%BC%ED%92%88%EC%97%86%EC%A7%80%EB%A7%8C/1140706507?i=1140706729&uo=4
위잉위잉,혁오,록,2014,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/66/a9/99/66a99930-927f-66bb-b61a-1fd69c7bf1a5/mzaf_17475642276779808719.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/21/d2/d3/21d2d3e3-ea98-140a-ef2d-33beeb06889f/dj.hbgytaml.png/100x100bb.jpg,https://music.apple.com/kr/album/%EC%9C%84%EC%9E%89%EC%9C%84%EC%9E%89/1450779334?i=1450779338&uo=4
우리 애는요,잔나비,록,2019,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/7f/71/2b/7f712b41-c491-04a7-2045-d92427b01001/mzaf_9212054915575476705.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/fc/a9/b2/fca9b2d4-b1ed-92e8-2e5f-1838d77cbce7/cover-_NEW.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%9A%B0%EB%A6%AC-%EC%95%A0%EB%8A%94%EC%9A%94/1456102975?i=1456103130&uo=4
LOVE YA!,혁오,록,2018,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/72/d8/0e/72d80e74-2f7b-e0f3-6a83-f4407e907cdd/mzaf_10006266817442954665.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/00/5f/d2/005fd283-065a-2e34-7836-4657f78d1b48/HYUKOH_24_3000.jpg/100x100bb.jpg,https://music.apple.com/kr/album/love-ya/1556794313?i=1556794316&uo=4
EVERYTHING,검정치마,록,2016,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview124/v4/37/c4/c0/37c4c06e-fc10-80b0-5484-97ddf03be83d/mzaf_16030927561900146145.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/be/ce/5c/bece5cff-2caf-6d8a-9c21-3035537d2a4d/Album_cover_1400X1400.jpg/100x100bb.jpg,https://music.apple.com/kr/album/everything/1242154383?i=1242155576&uo=4
나랑 아니면,검정치마,록,2017,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview124/v4/b1/64/fc/b164fce1-893c-48ef-95cc-c3a2644a9f6b/mzaf_10903984594726473691.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/be/ce/5c/bece5cff-2caf-6d8a-9c21-3035537d2a4d/Album_cover_1400X1400.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%82%98%EB%9E%91-%EC%95%84%EB%8B%88%EB%A9%B4/1242154383?i=1242155574&uo=4
투게더!,잔나비,록,2019,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/60/56/42/60564255-e2a0-b5ed-eb66-69ae88f38875/mzaf_15497999820320399980.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/fc/a9/b2/fca9b2d4-b1ed-92e8-2e5f-1838d77cbce7/cover-_NEW.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%ED%88%AC%EA%B2%8C%EB%8D%94/1456102975?i=1456103127&uo=4
외딴섬 로맨틱,잔나비,록,2021,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ec/88/98/ec8898d6-3680-49ef-d469-abe98dbc96ba/mzaf_9193443271685242740.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2f/92/25/2f922513-0da1-5c2d-2ee2-c9cbca86457e/2.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%99%B8%EB%94%B4%EC%84%AC-%EB%A1%9C%EB%A7%A8%ED%8B%B1/1578636382?i=1578636393&uo=4
내 고향 서울엔,검정치마,록,2016,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview124/v4/42/af/a5/42afa589-1ef6-d930-510f-90f6e5f85f9b/mzaf_15245984289621932309.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/be/ce/5c/bece5cff-2caf-6d8a-9c21-3035537d2a4d/Album_cover_1400X1400.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%82%B4-%EA%B3%A0%ED%96%A5-%EC%84%9C%EC%9A%B8%EC%97%94/1242154383?i=1242155571&uo=4
벚꽃 엔딩,버스커버스커,록,2012,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/51/29/f4/5129f4ff-6ea4-a00a-a11b-c911713d9d70/mzaf_10819770660885468929.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/43/d8/6f/43d86fe5-632a-8226-be7c-7b5dee99a461/08809309174588_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%B2%9A%EA%BD%83-%EC%97%94%EB%94%A9/1570571992?i=1570572282&uo=4
섬으로 가요 (Feat. 오혁),카더가든,록,2017,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/8e/3f/a7/8e3fa750-2363-61ee-6815-bd6698a77e3a/mzaf_7163688820440498799.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/f2/9c/b0/f29cb0b6-ba14-6a2a-4988-c16ea735ff07/8809534468704.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%84%AC%EC%9C%BC%EB%A1%9C-%EA%B0%80%EC%9A%94-feat-%EC%98%A4%ED%98%81/1546059203?i=1546059205&uo=4
혜야,검정치마,록,2017,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview124/v4/94/a4/ce/94a4cec8-3a34-72ed-1757-4edd34351781/mzaf_16628691119668061381.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/be/ce/5c/bece5cff-2caf-6d8a-9c21-3035537d2a4d/Album_cover_1400X1400.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%ED%98%9C%EC%95%BC/1242154383?i=1242155575&uo=4
꽃송이가,버스커버스커,록,2012,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/b1/c8/9f/b1c89f62-4aa1-cd42-b133-6f82d94a2780/mzaf_15494905415628063229.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/43/d8/6f/43d86fe5-632a-8226-be7c-7b5dee99a461/08809309174588_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EA%BD%83%EC%86%A1%EC%9D%B4%EA%B0%80/1570571992?i=1570572505&uo=4
See Your Eyes,잔나비,록,2014,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/67/48/00/67480032-17e0-0b2b-6855-fe3b0320ec09/mzaf_9926389706411513374.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/06/80/d2/0680d255-e3fa-0077-5d53-59827f64663b/cover-_See_Your_Eyes_NEW.jpg/100x100bb.jpg,https://music.apple.com/kr/album/see-your-eyes/1466698639?i=1466698641&uo=4
여수 밤바다,버스커버스커,록,2012,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/2c/c6/06/2cc606ec-13d9-1858-9f23-302e6e48aba8/mzaf_2941182396372167051.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/43/d8/6f/43d86fe5-632a-8226-be7c-7b5dee99a461/08809309174588_Cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%97%AC%EC%88%98-%EB%B0%A4%EB%B0%94%EB%8B%A4/1570571992?i=1570572212&uo=4
November Rain,잔나비,록,2014,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/cd/d6/66/cdd6661e-5fd0-dadb-d812-3992943e8739/mzaf_5176382656581350831.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/06/80/d2/0680d255-e3fa-0077-5d53-59827f64663b/cover-_See_Your_Eyes_NEW.jpg/100x100bb.jpg,https://music.apple.com/kr/album/november-rain/1466698639?i=1466698643&uo=4
You make Me,데이식스,록,2021,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview114/v4/4c/72/f2/4c72f2b1-25b7-497c-58ec-a8ee017a8f82/mzaf_4886366638429697373.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/66/12/66/6612661e-55fc-f99a-4cdb-f474b5247594/DAY6_Negentropy.jpg/100x100bb.jpg,https://music.apple.com/kr/album/you-make-me/1562070594?i=1562070597&uo=4
Together,카더가든,록,2017,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/57/79/48/577948cc-e9fe-3757-7d0a-65eeb2323c0d/mzaf_897597622484295217.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/f2/9c/b0/f29cb0b6-ba14-6a2a-4988-c16ea735ff07/8809534468704.jpg/100x100bb.jpg,https://music.apple.com/kr/album/together/1546059203?i=1546059277&uo=4
꿈나라 별나라,잔나비,록,2016,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/fa/08/db/fa08dba9-4cc2-7080-3a0c-2af975569da7/mzaf_17628652044529867636.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/30/d9/0b/30d90b00-84b7-4e9b-1452-823049e36d09/COVER-_JANNABI.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EA%BF%88%EB%82%98%EB%9D%BC-%EB%B3%84%EB%82%98%EB%9D%BC/1140706507?i=1140706738&uo=4
Big Love,검정치마,록,2017,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview124/v4/86/9e/3d/869e3d13-2ad2-8cd9-4ffe-e38779183e13/mzaf_3844291405444919387.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/be/ce/5c/bece5cff-2caf-6d8a-9c21-3035537d2a4d/Album_cover_1400X1400.jpg/100x100bb.jpg,https://music.apple.com/kr/album/big-love/1242154383?i=1242155568&uo=4
Healer,데이식스,록,2021,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview124/v4/72/3d/7f/723d7f1a-1f15-f30a-7f97-620f76523b0d/mzaf_8879242909760008996.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/66/12/66/6612661e-55fc-f99a-4cdb-f474b5247594/DAY6_Negentropy.jpg/100x100bb.jpg,https://music.apple.com/kr/album/healer/1562070594?i=1562070598&uo=4
Paul,혁오,록,2017,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/51/27/0a/51270a1a-9103-30de-b77c-df1c0d9d7fbb/mzaf_13267308723582158179.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/20/de/43/20de43fe-733e-3734-cab9-7bd787411260/Cover_HYUKOH_23.jpg/100x100bb.jpg,https://music.apple.com/kr/album/paul/1450778313?i=1450778324&uo=4
폭죽과 풍선들,검정치마,록,2017,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview124/v4/7b/58/b3/7b58b346-f7d1-e847-17a5-26b8f381173c/mzaf_15653376792628646795.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/be/ce/5c/bece5cff-2caf-6d8a-9c21-3035537d2a4d/Album_cover_1400X1400.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%ED%8F%AD%EC%A3%BD%EA%B3%BC-%ED%92%8D%EC%84%A0%EB%93%A4/1242154383?i=1242155572&uo=4
시간을 달리네,한로로,인디,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/6a/47/83/6a4783d7-1380-a8c2-cb78-82397f394e4a/mzaf_316973051176194522.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/c8/a4/c6/c8a4c64f-89b3-9ef2-473f-4ad423a03c5b/887928030421.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%8B%9C%EA%B0%84%EC%9D%84-%EB%8B%AC%EB%A6%AC%EB%84%A4/1828393588?i=1828393597&uo=4
사랑의이름으로! (feat. 카리나),잔나비,인디,2025,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/56/58/d5/5658d51e-e5b2-7ac1-1930-447782fe84af/mzaf_8506186453029946985.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/b4/7b/07/b47b0777-b5f0-0597-e4c1-23533fc182f0/cover_KM0022631_1.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%82%AC%EB%9E%91%EC%9D%98%EC%9D%B4%EB%A6%84%EC%9C%BC%EB%A1%9C-feat-%EC%B9%B4%EB%A6%AC%EB%82%98/1810135874?i=1810135878&uo=4
Think About You,"파테코, Jayci yucca & 키드 와인",인디,2021,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/23/a2/aa/23a2aa73-f526-3ec2-72d7-1e7d86440118/mzaf_2639598653452795627.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/46/43/9c/46439c76-be08-b9df-11f4-f9760086d42a/PATEKO_Jayci_Yucca_Kid_Wine.jpg/100x100bb.jpg,https://music.apple.com/kr/album/think-about-you/1578150877?i=1578150879&uo=4
나랑 도망가자,밍기뉴,인디,2021,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/3e/d5/c6/3ed5c66e-7a99-f37e-83ed-d018929fe0c0/mzaf_720340988722904197.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/b2/25/c5/b225c57e-11e1-b7cb-2296-af4d0f53a7a5/8809829743431.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%82%98%EB%9E%91-%EB%8F%84%EB%A7%9D%EA%B0%80%EC%9E%90/1583179911?i=1583179993&uo=4
형,노라조,인디,2009,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ca/fd/23/cafd23a6-943a-9d40-5e90-e50950355b91/mzaf_2007751710530781826.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/c6/da/45/c6da4570-5177-337f-8452-d1121bf6ec8c/KA0042264.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%ED%98%95/804608681?i=804608682&uo=4
불세례,검정치마,인디,2022,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/e1/c7/6e/e1c76ec4-0952-80e8-02fd-870ff408a6fb/mzaf_15188612600256990756.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/33/f1/f3/33f1f3d4-c3b9-6528-cc99-ee7215dc1d12/TEEN_TROUBLES.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%B6%88%EC%84%B8%EB%A1%80/1644821406?i=1644821409&uo=4
ㅈㅣㅂ,한로로,인디,2024,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/b4/fe/5e/b4fe5eac-a1b7-f7e6-2888-a7b340173ee6/mzaf_12110544699452972149.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/a6/00/3f/a6003f33-a90e-ed03-3c2f-44d31b5f59f8/8800242663962.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%E3%85%88%E3%85%A3%E3%85%82/1747512690?i=1747512698&uo=4
산책,GongGongGoo009,인디,2022,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/5f/f9/3a/5ff93a12-9640-6c0a-3d98-95739a6bfbd8/mzaf_11532505662614965470.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/25/2a/2d/252a2d7d-3d46-83f9-0bbf-b9817a45d6b8/8809851794630.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%82%B0%EC%B1%85/1616816330?i=1616816336&uo=4
밤양갱,비비,인디,2024,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b1/f5/5c/b1f55c57-76ee-524f-35b3-ba046034ac9e/mzaf_17010912782387954876.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/ba/31/d6/ba31d644-bb34-1e4c-5600-c403b83159ef/cover_KM0019491_1.png/100x100bb.jpg,https://music.apple.com/kr/album/%EB%B0%A4%EC%96%91%EA%B0%B1/1729547610?i=1729547611&uo=4
if i die (feat. ASH ISLAND),스키니 브라운,인디,2020,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview124/v4/c8/fa/30/c8fa3074-b863-1475-4a19-4b7afb9e4125/mzaf_15142092851623502779.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/65/45/30/65453075-7b1f-f97b-ea8f-0d9c17fa559f/443.jpg/100x100bb.jpg,https://music.apple.com/kr/album/if-i-die-feat-ash-island/1559672120?i=1559672122&uo=4
너의 로맨스에 내 이름을 써줘,백사,인디,2021,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a4/4c/d5/a44cd5eb-f517-3835-111f-535222936d4a/mzaf_5716872880012475822.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/d3/28/cb/d328cb52-94a6-b8cf-e6ef-04b428731c61/8809829785912_cover.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%84%88%EC%9D%98-%EB%A1%9C%EB%A7%A8%EC%8A%A4%EC%97%90-%EB%82%B4-%EC%9D%B4%EB%A6%84%EC%9D%84-%EC%8D%A8%EC%A4%98/1864282700?i=1864282701&uo=4
아침만 남겨주고,김현창,인디,2020,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/99/3d/38/993d38fd-6021-9196-e35f-7c74e8801976/mzaf_10835439623038750528.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/f7/66/83/f76683ce-a711-4899-27d5-8ec9e05da82f/190560027255.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%95%84%EC%B9%A8%EB%A7%8C-%EB%82%A8%EA%B2%A8%EC%A3%BC%EA%B3%A0/1575150340?i=1575150344&uo=4
Yes or No (feat. HUH YUNJIN & Crush),그루비룸,인디,2024,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c6/09/03/c60903ab-73da-6ac1-11a1-04703c18c8fe/mzaf_9449937461700804012.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/17/5d/2e/175d2e28-2874-baf9-6996-a4f20dfb0ac1/cover_KM0019379_1.jpg/100x100bb.jpg,https://music.apple.com/kr/album/yes-or-no-feat-huh-yunjin-crush/1726103756?i=1726103757&uo=4
잘 지내길 바래,김승민,인디,2023,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/3e/7a/0a/3e7a0a98-0280-158c-bfd5-fab8e4651142/mzaf_4595865751156695429.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/36/1e/f0/361ef0ae-ad89-1c71-e5be-6862eaf34d69/Double-sidedness.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EC%9E%98-%EC%A7%80%EB%82%B4%EA%B8%B8-%EB%B0%94%EB%9E%98/1664711698?i=1664711708&uo=4
서툰 이별을 하려해 (feat. 전상근),윤토벤,인디,2019,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/85/91/67/85916782-1776-3801-0b16-6c86a6b41c82/mzaf_10550844639436310949.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music123/v4/98/26/44/9826444e-11f4-96dc-639e-64632cae4bcc/8718857524410.png/100x100bb.jpg,https://music.apple.com/kr/album/%EC%84%9C%ED%88%B0-%EC%9D%B4%EB%B3%84%EC%9D%84-%ED%95%98%EB%A0%A4%ED%95%B4-feat-%EC%A0%84%EC%83%81%EA%B7%BC/1481337408?i=1481337409&uo=4
그대 없는 밤에 (feat. Jeon Sang Geun),에이치코드,인디,2019,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/62/dc/2b/62dc2bc8-f40d-4ca8-5b48-8aacbbc26ef7/mzaf_3482687280245362235.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music114/v4/90/38/5e/90385e66-3cf6-4759-cd99-5ba749e21313/8809638711652.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EA%B7%B8%EB%8C%80-%EC%97%86%EB%8A%94-%EB%B0%A4%EC%97%90-feat-jeon-sang-geun/1539261815?i=1539262026&uo=4
It's Gone,"파테코, Jayci yucca & 키드 와인",인디,2021,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/85/d6/7b/85d67b06-4c6b-33ce-53a2-784c5446c565/mzaf_5901943786963575479.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/46/43/9c/46439c76-be08-b9df-11f4-f9760086d42a/PATEKO_Jayci_Yucca_Kid_Wine.jpg/100x100bb.jpg,https://music.apple.com/kr/album/its-gone/1578150877?i=1578150878&uo=4
불안한 내 맘 달랠 곳은 너밖에 없어,예빛,인디,2024,0,music,KOR,KRW,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/24/1d/ef/241defa2-f134-4ec9-49e3-75e0459a1bdc/mzaf_17811089555981390141.plus.aac.p.m4a,https://is1-ssl.mzstatic.com/image/thumb/Music126/v4/36/52/e7/3652e72c-7cf2-e48f-3300-5d464f801366/c.jpg/100x100bb.jpg,https://music.apple.com/kr/album/%EB%B6%88%EC%95%88%ED%95%9C-%EB%82%B4-%EB%A7%98-%EB%8B%AC%EB%9E%A0-%EA%B3%B3%EC%9D%80-%EB%84%88%EB%B0%96%EC%97%90-%EC%97%86%EC%96%B4/1730849271?i=1730849272&uo=4
